FREQ,Frequency,CURR_DENOM,Currency of denomination,BORROWERS_CTY,Borrowers' country,BORROWERS_SECTOR,Borrowers' sector,LENDERS_SECTOR,Lending sector,L_POS_TYPE,Position type,L_INSTR,Type of instruments,UNIT_MEASURE,Unit of measure,TITLE,UNIT_MULT,Unit Multiplier,DECIMALS,Decimals,COLLECTION,Collection Indicator,AVAILABILITY,Availability,Series,1977-Q4,1978-Q1,1978-Q2,1978-Q3,1978-Q4,1979-Q1,1979-Q2,1979-Q3,1979-Q4,1980-Q1,1980-Q2,1980-Q3,1980-Q4,1981-Q1,1981-Q2,1981-Q3,1981-Q4,1982-Q1,1982-Q2,1982-Q3,1982-Q4,1983-Q1,1983-Q2,1983-Q3,1983-Q4,1984-Q1,1984-Q2,1984-Q3,1984-Q4,1985-Q1,1985-Q2,1985-Q3,1985-Q4,1986-Q1,1986-Q2,1986-Q3,1986-Q4,1987-Q1,1987-Q2,1987-Q3,1987-Q4,1988-Q1,1988-Q2,1988-Q3,1988-Q4,1989-Q1,1989-Q2,1989-Q3,1989-Q4,1990-Q1,1990-Q2,1990-Q3,1990-Q4,1991-Q1,1991-Q2,1991-Q3,1991-Q4,1992-Q1,1992-Q2,1992-Q3,1992-Q4,1993-Q1,1993-Q2,1993-Q3,1993-Q4,1994-Q1,1994-Q2,1994-Q3,1994-Q4,1995-Q1,1995-Q2,1995-Q3,1995-Q4,1996-Q1,1996-Q2,1996-Q3,1996-Q4,1997-Q1,1997-Q2,1997-Q3,1997-Q4,1998-Q1,1998-Q2,1998-Q3,1998-Q4,1999-Q1,1999-Q2,1999-Q3,1999-Q4,2000-Q1,2000-Q2,2000-Q3,2000-Q4,2001-Q1,2001-Q2,2001-Q3,2001-Q4,2002-Q1,2002-Q2,2002-Q3,2002-Q4,2003-Q1,2003-Q2,2003-Q3,2003-Q4,2004-Q1,2004-Q2,2004-Q3,2004-Q4,2005-Q1,2005-Q2,2005-Q3,2005-Q4,2006-Q1,2006-Q2,2006-Q3,2006-Q4,2007-Q1,2007-Q2,2007-Q3,2007-Q4,2008-Q1,2008-Q2,2008-Q3,2008-Q4,2009-Q1,2009-Q2,2009-Q3,2009-Q4,2010-Q1,2010-Q2,2010-Q3,2010-Q4,2011-Q1,2011-Q2,2011-Q3,2011-Q4,2012-Q1,2012-Q2,2012-Q3,2012-Q4,2013-Q1,2013-Q2,2013-Q3,2013-Q4,2014-Q1,2014-Q2,2014-Q3,2014-Q4,2015-Q1,2015-Q2,2015-Q3,2015-Q4,2016-Q1,2016-Q2,2016-Q3,2016-Q4,2017-Q1,2017-Q2,2017-Q3,2017-Q4,2018-Q1,2018-Q2,2018-Q3,2018-Q4,2019-Q1,2019-Q2,2019-Q3,2019-Q4,2020-Q1,2020-Q2,2020-Q3,2020-Q4,2021-Q1,2021-Q2,2021-Q3,2021-Q4,2022-Q1,2022-Q2,2022-Q3,2022-Q4,2023-Q1
Q,Quarterly,USD,US dollar,3P,All countries excluding residents,N,"Non-banks, total",A,All sectors,I,Cross-border & Local in FCY,D,Debt securities,771,"Year-on-year changes, in per cent",,0,Units,2,Two,,,,,Q:USD:3P:N:A:I:D:771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.863,7.038,11.929,13.989,13.383,12.775,8.2,6.239,5.584,5.505,5.596,5.35,5.877,7.028,8.861,12.197,12.482,12.468,10.977,9.589,8.661,7.26,6.784,8.196,9.946,11.279,14.73,17.368,18.546,22.185,19.26,13.823,8.082,5.972,5.685,5.151,9.697,9.822,11.864,15.008,12.694,9.713,8.885,7.957,8.548,9.351,8.41,8.145,8.936,10.495,10.212,12.624,12.351,12.823,13.202,10.577,10.157,8.498,8.465,8.297,8.565,8.834,7.292,5.737,4.383,4.981,7.156,8.283,9.358,8.686,9.022,9.718,9.008,8.309,5.593,3.671,3.446,3.208,4.668,6.378,5.502,9.1,10.042,9.005,11.014,8.14,6.811,6.828,4.018,1.361,-1.143,-2.701,-2.377
Q,Quarterly,USD,US dollar,3P,All countries excluding residents,N,"Non-banks, total",A,All sectors,I,Cross-border & Local in FCY,D,Debt securities,USD,US dollar,,6,Millions,0,Zero,,,,,Q:USD:3P:N:A:I:D:USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1079430.821,1099828.23,1162193.104,1188902.56,1223895.735,1240332.297,1257495.239,1263082.025,1292236.209,1308614.272,1327867.145,1330650.892,1368179.418,1400581.381,1445531.033,1492945.708,1538951.66,1575204.516,1604204.907,1636099.28,1672240.134,1689558.305,1713032.537,1770197.2,1838555.035,1880115.79,1965363.881,2077641.218,2179536.626,2297222.531,2343900.506,2364822.857,2355679.463,2434406.201,2477150.472,2486639.206,2584111.569,2673503.901,2771032.035,2859826.494,2912146.994,2933170.095,3017240.16,3087375.667,3161065.319,3207451.599,3270975.311,3338834.599,3443547.724,3544057.886,3604991.522,3760634.094,3869174.692,3998813.304,4081250.761,4158378.611,4262151.533,4338632.235,4426728.143,4503383.032,4627203.948,4721888.127,4749519.644,4761764.11,4830007.1,4957077.251,5089415.663,5156160.188,5282003.872,5387661.147,5548572.391,5657224.072,5757810.319,5835310.065,5858885.861,5864886.286,5956196.579,6022516.38,6132361.043,6238939.221,6283900.066,6570570.982,6748156.962,6800742.994,6976015.497,7105386.196,7207768.838,7265075.017,7256300.082,7202109.573,7125419.977,7068818.993,7083803.749
Q,Quarterly,USD,US dollar,3P,All countries excluding residents,N,"Non-banks, total",B,"Banks, total",I,Cross-border & Local in FCY,G,Loans and deposits,771,"Year-on-year changes, in per cent",,0,Units,2,Two,,,,,Q:USD:3P:N:B:I:G:771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.278,-0.765,-1.51,1.209,5.207,6.069,3.922,2.247,-2.85,-4.72,0.799,-2.614,6.461,10.099,11.446,15.728,14.431,12.391,10.505,15.172,11.216,13.027,16.342,12.419,17.182,18.43,14.22,21.048,19.646,26.085,28.405,24.663,26.496,19.162,16.477,-0.865,-10.022,-12.967,-13.634,-2.428,0.856,0.737,7.578,10.174,13.582,19.197,14.328,8.466,6.408,3.09,3.145,8.176,10.618,9.957,7.466,5.901,5.196,6.47,8.617,7.55,6.529,7.176,4.944,2.08,0.464,0.676,1.808,2.462,2.934,1.251,1.352,3.165,2.894,3.008,1.814,3.739,3.37,3.605,5.168,2.241,7.888,2.679,-0.837,0.619,-3.596,1.279,5.462,3.933,2.645,1.278,-2.644,-5.323,-5.302
Q,Quarterly,USD,US dollar,3P,All countries excluding residents,N,"Non-banks, total",B,"Banks, total",I,Cross-border & Local in FCY,G,Loans and deposits,USD,US dollar,,6,Millions,0,Zero,,,,,Q:USD:3P:N:B:I:G:USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1249807.091,1246822.577,1228563.066,1297562.605,1350701.328,1358554.894,1311600.928,1345589.116,1322695.791,1304777.404,1332647.697,1309526.662,1422520.121,1450985.539,1500108.226,1526347.275,1640393.746,1644363.837,1671501.604,1767826.46,1832285.465,1869254.658,1963371.288,2025239.252,2194204.763,2311793.003,2332885.383,2531545.581,2692857.255,2920479.513,3001343.115,3162395.695,3541853.903,3587219.265,3603286.373,3303016.622,3260936.674,3222448.989,3216724.386,3254696.827,3576399.283,3528869.287,3755897.181,3900698.238,4072159.932,4219932.741,4336958.21,4254391.924,4278589.023,4151058.043,4240664.624,4368047.53,4574514.231,4567450.61,4560934.639,4656187.71,4844532.655,4899708.606,4992356.624,4887159.645,5035940.273,5118962.276,5105716.384,5163169.742,5240261.874,5334729.401,5379482.929,5298727.805,5399429.816,5407805.269,5466840.47,5458444.071,5590754.531,5602764.229,5591064.527,5699405.804,5770832.213,5797628.647,5868647.789,5872896.293,6285502.738,6009819.082,5878999.51,5921419.372,6063647.07,6091325.689,6204967.582,6156925.603,6140685.684,6086153.685,5961469.604,5752349.935,5815976.016
Q,Quarterly,USD,US dollar,3P,All countries excluding residents,P,Non-financial sectors,A,All sectors,I,Cross-border & Local in FCY,D,Debt securities,771,"Year-on-year changes, in per cent",,0,Units,2,Two,,,,,Q:USD:3P:P:A:I:D:771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.857,6.548,11.442,12.479,10.848,10.307,5.948,4.442,4.319,4.058,3.241,2.704,1.361,1.876,3.308,4.979,6.503,6.941,4.632,4.698,3.831,1.84,2.383,1.759,2.568,2.331,3.542,3.257,3.609,6.516,5.869,4.744,3.452,3.76,5.41,5.771,8.809,11.229,13.009,17.659,16.898,14.201,13.661,12.358,13.401,13.346,12.457,12.369,11.905,13.187,12.743,14.52,14.153,13.894,14.056,12.011,11.122,9.746,9.93,9.718,8.743,7.901,6.094,4,4.176,5.419,5.461,7.881,7.793,7.073,8.584,7.577,6.996,6.567,3.446,2.445,2.11,1.547,3.607,3.926,4.209,9.511,11.472,12.003,12.871,8.558,7.413,6.381,4.564,2.221,-0.206,-0.748,-0.135
Q,Quarterly,USD,US dollar,3P,All countries excluding residents,P,Non-financial sectors,A,All sectors,I,Cross-border & Local in FCY,D,Debt securities,USD,US dollar,,6,Millions,0,Zero,,,,,Q:USD:3P:P:A:I:D:USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,779145.827,789720.442,832219.959,846176.108,863668.585,871120.145,881716.628,883760.816,900973.498,906471.109,910295.5,907659.641,913238.954,923476.023,940404.859,952853.963,972626.804,987577.503,983968.673,997618.2,1009883.628,1005752.141,1007421.535,1015162.89,1035818.336,1029195.608,1043100.311,1048222.586,1073196.35,1096255.311,1104321.353,1097946.74,1110240.873,1137478.296,1164067.263,1161309.273,1208043.805,1265210.058,1315505.864,1366388.432,1412178.728,1444888.518,1495223.37,1535247.829,1601417.811,1637719.535,1681477.301,1725135.512,1792068.589,1853691.815,1895745.95,1975622.178,2045703.991,2111246.708,2162211.43,2212920.014,2273220.783,2317007.277,2376923.135,2427972.33,2471975.701,2500080.862,2521768.936,2525102.292,2575204.292,2635554.399,2659487.485,2724095.528,2775883.568,2821960.684,2887771.112,2930504.811,2970083.708,3007282.68,2987286.462,3002156.579,3032759.716,3053809.79,3095044.098,3120030.834,3160414.678,3344250.568,3450119.438,3494515.26,3567182.539,3630448.6,3705861.076,3717512.793,3730006.002,3711086.567,3698210.466,3689719.453,3724988.94
Q,Quarterly,USD,US dollar,4T,Emerging market and developing economies,N,"Non-banks, total",A,All sectors,I,Cross-border & Local in FCY,B,Credit (loans & debt securities),771,"Year-on-year changes, in per cent",,0,Units,2,Two,,,,,Q:USD:4T:N:A:I:B:771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.47,-4.365,0.357,1.384,3.379,3.307,-0.039,-0.434,-2.06,-1.93,1.124,-1.523,0.354,1.219,1.062,6.331,9.233,10.974,8.367,8.675,6.302,5.197,9.661,11.187,12.622,14.684,12.718,11.719,10.952,16.482,18.864,21.409,27.313,26.203,23.295,7.64,-2.292,-8.065,-8.54,3.063,8.288,9.944,13.754,13.971,14.82,17.329,15.443,11.327,11.564,8.947,8.416,11.813,13.4,14.679,13.774,12.66,13.545,12.036,10.819,7.92,3.208,3.862,1.608,-0.198,-1.234,-1.451,-0.071,2.671,4.811,4.2,6.669,8.022,8.426,7.768,4.36,2.254,0.864,0.955,2.771,4.318,6.645,7.69,6.461,4.925,5.278,5.061,7.307,7.412,5.114,3.62,-0.863,-3.403,-5.038
Q,Quarterly,USD,US dollar,4T,Emerging market and developing economies,N,"Non-banks, total",A,All sectors,I,Cross-border & Local in FCY,B,Credit (loans & debt securities),USD,US dollar,,6,Millions,0,Zero,,,,,Q:USD:4T:N:A:I:B:USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,946948.636,938530.396,962807.12,973586.297,985622.718,976175.068,969012.98,974908.756,960686.877,952739.013,975198.579,959807.201,975820.32,976089.153,997544.267,1026875.024,1091706.733,1109447.928,1107199.097,1140325.067,1166183.959,1174675.424,1229081.104,1305008.08,1347113.547,1368301.067,1399076.711,1448821.453,1483269.321,1594667.381,1663884.331,1765133.16,1907415.286,2003905.023,2042700.006,1900398.437,1853551.901,1858666.346,1886748.64,1962658.14,2211013.189,2249584.913,2360286.508,2477410.57,2555528.272,2658615.702,2745959.371,2756634.009,2831885.556,2858395.876,2936574.323,3043194.897,3190494.903,3281670.788,3342552.12,3454143.46,3646453.492,3705386.77,3735661.337,3700346.755,3739210.758,3819155.709,3767064.477,4032114.207,4032125.129,4104967.27,4104413.426,4144184.727,4230356.719,4281122.618,4386386.154,4470400.402,4580454.802,4607208.113,4568039.291,4574685.377,4623925.101,4655247.889,4719501.427,4794013.188,4954677.315,5037039.931,5025663.708,5032734.001,5209430.861,5285160.934,5385918.933,5397238.615,5414468.271,5415073.012,5279872.71,5155205.889,5141569.365
Q,Quarterly,USD,US dollar,4T,Emerging market and developing economies,N,"Non-banks, total",A,All sectors,I,Cross-border & Local in FCY,D,Debt securities,771,"Year-on-year changes, in per cent",,0,Units,2,Two,,,,,Q:USD:4T:N:A:I:D:771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.293,5.048,15.057,12.914,10.736,11.145,2.187,2.386,3.058,3.835,4.332,6.399,4.124,3.461,4.739,5.514,7.995,8.992,8.164,7.79,6.804,3.687,3.384,3.973,6.5,6.143,6.742,8.422,5.342,10.493,8.578,6.491,4.63,3.027,3.617,-1.32,0.728,1.526,5.753,13.838,15.555,17.112,15.535,12.553,12.88,12.882,11.299,12.609,13.468,13.057,14.75,15.698,14.727,16.376,15.745,15.034,14.186,12.425,11.711,9.925,9.56,8.908,7.102,5.528,5.492,7.896,9.585,13.305,14.754,13.922,15.265,14.627,14.13,13.533,9.879,8.071,7.409,4.898,8.42,9.223,9.166,13.864,12.459,12.578,13.587,9.717,11.118,9.32,7.094,5.578,1.583,0.072,-0.212
Q,Quarterly,USD,US dollar,4T,Emerging market and developing economies,N,"Non-banks, total",A,All sectors,I,Cross-border & Local in FCY,D,Debt securities,USD,US dollar,,6,Millions,0,Zero,,,,,Q:USD:4T:N:A:I:D:USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369296.011,368641.061,403493.987,401768.462,408942.341,409726.184,412317.258,411356.623,421447.42,425440.246,430178.827,437677.539,438827.199,440166.613,450566.041,461809.749,473910.987,479748.09,487348.493,497782.607,506155.494,497435.767,503839.816,517557.828,539057.784,527993.064,537807.329,561145.871,567855.066,583396.868,583942.216,597570.465,594148.383,601057.758,605064.632,589681.815,598475.726,610228.357,639873.754,671281.313,691567.914,714653.318,739279.09,755549.181,780640.582,806715.159,822811.688,850812.735,885780.11,912045.845,944175.722,984374.724,1016230.749,1061402.02,1092838.047,1132361.801,1160397.851,1193276.252,1220822.932,1244750.245,1271329.059,1299578.407,1307526.143,1313554.308,1341151.713,1402187.145,1432856.087,1488321.975,1539029.409,1597395.739,1651579.84,1706021.886,1756499.117,1813569.338,1814746.054,1843711.095,1886635.185,1902392.454,1967549.565,2013753.696,2059558.872,2166139.218,2212688.21,2267036.196,2339381.101,2376621.091,2458694.487,2478317.989,2505328.638,2509189.984,2497625.188,2480101.131,2500028.554
Q,Quarterly,USD,US dollar,4T,Emerging market and developing economies,N,"Non-banks, total",B,"Banks, total",I,Cross-border & Local in FCY,G,Loans and deposits,771,"Year-on-year changes, in per cent",,0,Units,2,Two,,,,,Q:USD:4T:N:B:I:G:771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.054,-9.636,-8.126,-5.455,-1.319,-1.75,-1.619,-2.412,-5.675,-6.098,-1.241,-7.36,-2.604,-0.597,-1.845,7.018,10.239,12.581,8.582,9.418,5.917,6.332,14.554,16.707,17.326,20.837,16.787,13.876,14.701,20.241,25.281,30.839,41.356,39.5,33.869,12.179,-3.711,-12.146,-14.508,-1.781,4.824,6.555,12.847,14.564,15.705,19.396,17.323,10.766,10.727,7.151,5.691,10.059,12.797,13.884,12.84,11.527,13.228,11.84,10.386,6.945,0.245,1.456,-1.079,-3.096,-4.556,-5.953,-4.726,-2.467,-0.144,-0.841,2.063,4.322,5.164,4.333,1.017,-1.335,-3.206,-1.604,-0.949,1.011,4.906,3.444,2.175,-0.615,-0.633,1.548,4.306,5.842,3.5,2.017,-2.957,-6.422,-9.195
Q,Quarterly,USD,US dollar,4T,Emerging market and developing economies,N,"Non-banks, total",B,"Banks, total",I,Cross-border & Local in FCY,G,Loans and deposits,USD,US dollar,,6,Millions,0,Zero,,,,,Q:USD:4T:N:B:I:G:USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577652.625,569889.335,559313.133,571817.836,576680.377,566448.884,556695.723,563552.133,539239.457,527298.766,545019.752,522129.662,536993.121,535922.539,546978.226,565065.275,617795.746,629699.837,619850.604,642542.46,660028.465,677239.658,725241.288,787450.252,808055.763,840308.003,861269.383,887675.581,915414.255,1011270.513,1079942.115,1167562.695,1313266.903,1402847.265,1437635.373,1310716.622,1255076.174,1248437.989,1246874.886,1291376.827,1519445.275,1534931.595,1621007.418,1721861.39,1774887.69,1851900.543,1923147.683,1905821.274,1946105.446,1946350.031,1992398.601,2058820.173,2174264.154,2220268.768,2249714.073,2321781.659,2486055.641,2512110.518,2514838.405,2455596.51,2467881.698,2519577.303,2459538.333,2718559.898,2690973.416,2702780.125,2671557.338,2655862.752,2691327.31,2683726.878,2734806.314,2764378.515,2823955.684,2793638.776,2753293.238,2730974.282,2737289.916,2752855.435,2751951.862,2780259.492,2895118.443,2870900.713,2812975.498,2765697.805,2870049.76,2908539.842,2927224.446,2918920.626,2909139.633,2905883.028,2782247.522,2675104.758,2641540.811
Q,Quarterly,USD,US dollar,4T,Emerging market and developing economies,P,Non-financial sectors,A,All sectors,I,Cross-border & Local in FCY,D,Debt securities,771,"Year-on-year changes, in per cent",,0,Units,2,Two,,,,,Q:USD:4T:P:A:I:D:771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.602,5.715,17.04,14.062,11.877,12.426,2.291,3.336,4.094,4.103,4.222,5.438,2.934,2.864,3.889,5.063,7.671,8.724,8.243,7.782,6.402,2.573,1.861,2.358,3.757,3.913,4.783,4.776,2.693,7.66,5.503,5.317,4.132,2.603,3.543,-1.428,0.804,2.272,6.181,14.855,16.309,17.526,15.486,12.731,12.543,12.083,11.33,12.521,12.95,12.844,14.504,14.364,13.873,14.939,14.468,14.556,13.549,11.951,10.507,8.507,8.141,7.349,6.24,3.76,4.243,6.944,7.785,12.585,13.845,13.077,14.814,13.749,12.616,12.058,8.682,6.962,7.286,4.66,8.308,9.199,8.951,13.852,12.787,13.211,13.94,9.911,11.356,9.434,7.223,5.762,1.981,0.929,1.303
Q,Quarterly,USD,US dollar,4T,Emerging market and developing economies,P,Non-financial sectors,A,All sectors,I,Cross-border & Local in FCY,D,Debt securities,USD,US dollar,,6,Millions,0,Zero,,,,,Q:USD:4T:P:A:I:D:USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338503.638,337847.449,374546.441,371186.972,378707.024,379828.146,383128.643,383571.577,394211.749,395412.597,399306.029,404430.738,405779.444,406737.69,414833.435,424906.611,436907.526,442220.522,449027.677,457971.914,464880.439,453598.232,457384.25,468768.776,482347.414,471345.584,479259.698,491159.138,495336.217,507448.556,505631.288,517272.702,515802.746,520656.906,523547.495,509884.324,519951.825,532483.981,555908.294,585629.088,604748.336,625809.3,641998.098,660184.275,680600.569,701426.336,714738.073,742843.861,768738.69,791516.797,818401.091,849545.58,875383.586,909764.425,936808.836,973206.388,993988.23,1018487.69,1035235.027,1055997.634,1074905.48,1093340.462,1099831.802,1095705.659,1120517.051,1169262.78,1185451.936,1233595.63,1275650.784,1322167.836,1361065.117,1403197.873,1436590.271,1481596.327,1479238.963,1500885.59,1541255.337,1550634.906,1602127.989,1638956.424,1679208.554,1765421.502,1806997.73,1855478.491,1913293.13,1940393.991,2012192.187,2030530.621,2051485.508,2052203.272,2052046.576,2049384.746,2078214.63
Q,Quarterly,USD,US dollar,4U,Developing Latin America and Caribbean,N,"Non-banks, total",A,All sectors,I,Cross-border & Local in FCY,B,Credit (loans & debt securities),771,"Year-on-year changes, in per cent",,0,Units,2,Two,,,,,Q:USD:4U:N:A:I:B:771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.274,-0.97,2.941,2.699,4.37,4.677,1.154,-0.084,-2.969,-3.555,-3.197,-1.89,-1.719,-0.711,-0.048,0.396,1.251,0.949,-1.061,-2.12,-1.043,-3.614,-1.419,2.163,0.533,2.216,2.785,2.178,4.659,11.105,11.928,9.026,12.079,10.517,13.755,7.721,1.565,-2.829,-6.828,2.74,5.448,10.233,15.513,13.481,14.875,15.487,12.977,13.757,13.051,10.562,9.045,8.515,6.922,9.457,8.422,7.831,8.45,7.048,8.631,8.211,8.861,9.686,7.834,6.283,4.919,4.771,4.999,4.749,5.193,2.501,4.019,5.035,5.837,5.129,2.77,2.923,1.009,2.685,2.657,2.368,4.698,5.289,4.139,2.342,1.057,0.207,3.088,5.812,5.08,5.056,2.847,1.825,0.818
Q,Quarterly,USD,US dollar,4U,Developing Latin America and Caribbean,N,"Non-banks, total",A,All sectors,I,Cross-border & Local in FCY,B,Credit (loans & debt securities),USD,US dollar,,6,Millions,0,Zero,,,,,Q:USD:4U:N:A:I:B:USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435897.007,430123.474,443983.236,432042.236,445910.914,441301.359,440193.3,434093.465,424941.079,418012.136,418509.032,424670.122,424560.926,421919.634,425240.044,427026.787,431535.229,427573.923,422354.959,418974.319,429525.77,415641.976,419869.382,450384.786,452365.427,436634.428,443585.094,453860.249,466261.735,485692.261,497076.107,494832.105,524788.107,538853.297,567637.017,539415.197,537129.27,527844.202,533168.069,554214.121,566521.393,582240.734,616267.264,630078.507,651847.105,673219.74,697074.635,716731.759,738351.37,741106.001,756839.439,774395.475,784487.545,811171.752,820668.428,834516.306,851430.502,869061.917,892124.986,886679.992,908775.705,938145.74,946783.965,971033.977,982334.221,1008660.508,1020164.956,1013644.91,1029867.286,1030572.324,1057062.217,1063996.133,1090805.001,1084144.155,1087884.196,1099896.001,1105183.695,1116784.399,1120222.629,1126089.499,1157346.491,1176025.274,1166796.822,1152586.668,1163268.129,1172129.903,1196340.474,1213020.61,1230087.284,1239149.194,1238897.469,1243675.171,1240997.251
Q,Quarterly,USD,US dollar,4W,Developing Africa and Middle East,N,"Non-banks, total",A,All sectors,I,Cross-border & Local in FCY,B,Credit (loans & debt securities),771,"Year-on-year changes, in per cent",,0,Units,2,Two,,,,,Q:USD:4W:N:A:I:B:771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.622,-2.384,-5.152,-5.822,-1.44,-3.277,-1.521,-2.686,-0.322,3.024,3.984,-1.105,-1.778,-4.397,-4.683,5.999,9.7,14.503,19.452,24.08,19.674,16.819,24.021,19.18,29.355,33.874,26.06,26.836,22.944,29.85,32.785,40.133,42.84,36.018,30.631,8.439,1.509,0.161,0.195,7.927,7.562,4.941,6.43,7.836,10.211,8.25,2.826,3.458,6.31,4.511,9.029,4.171,0.302,3.167,3.161,2.612,5.761,6.898,6.52,10.1,8.96,10.884,9.317,12.073,10.68,14.164,13.341,14.66,14.324,11.288,15.101,15.139,18.513,20.474,17.709,12.438,14.339,9.864,11.569,13.367,10.22,12.591,10.893,10.16,10.736,9.237,10.739,9.695,6.538,5.682,2.349,-1.553,-1.414
Q,Quarterly,USD,US dollar,4W,Developing Africa and Middle East,N,"Non-banks, total",A,All sectors,I,Cross-border & Local in FCY,B,Credit (loans & debt securities),USD,US dollar,,6,Millions,0,Zero,,,,,Q:USD:4W:N:A:I:B:USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123483.619,123584.607,120440.747,125576.416,122267.372,120085.911,119159.862,125534.154,125201.703,127096.184,127291.059,124161.441,125608.155,124109.363,123928.122,134469.019,138180.887,142509.687,148452.034,167247.832,166304.168,167561.34,185848.138,200754.452,215476.258,224501.592,233789.405,254668.245,264914.811,291514.455,310436.899,357919.246,383311.436,377722.935,386310.69,372400.746,371230.11,383830.667,393976.609,404980.779,401664.705,406083.784,421351.793,438642.715,443464.52,439384.061,433195.51,452972.01,470881.463,449288.515,461959.755,462517.259,462648.481,463545.827,474724.626,473221.854,484603.503,490729.515,502756.132,515309.992,525767.781,542033.359,547721.802,614166.737,618884.581,658557.058,660372.344,705660.331,709228.057,733855.712,764088.182,817897.469,846320.564,890200.279,902060.021,919920.632,967512.275,977863.431,1027426.224,1064994.025,1088620.857,1123929.518,1139126.082,1173920.389,1205655.115,1227908.157,1261625.782,1286862.237,1282448.831,1295626.092,1288969.578,1264547.65,1263803.31
